# This is a file containing several observables from lines  
# identified by L. Rimulo.  
# Each line contains:  
#  
# 0: j: initial hydrogen level  
# 1: i: final hydrogen level  
# 2: theoretical wavelength of the transition [Angstroms]  
# 3: goodness of the identification  
#  
# 4: apparent wavelength (before identification) [Angstroms]  
# 5: corrected wavelength (used for identification) [Angstroms]  
# 6: error of apparent wavelength [Angstroms]  
#  
# 7: "continuum"  
# 8: uncertainty of "continuum"  
#  
# 9: line flux [erg/s cm2]  
# 10: uncertainty of line flux [erg/s cm2]  
#  
# 11: equivalent width [Angstroms]  
# 12: uncertainty of equivalent width [Angstroms]  
#  
# 13: "core"  
# 14: uncertainty of "core"  
#  
# 15: gaussian FWHM [Angstroms]  
# 16: uncertainty of gaussian FWHM [Angstroms]  
#  
# 17: lorentzian FWHM [Angstroms]  
# 18: uncertainty of lorentzian FWHM [Angstroms]  
#  
5 4 40522.4765514 75989.2609796 40522.8666667 40523.6199484 0.269608196388 2.696e-12 1.00332779621e-14 1.76866666667e-10 2.83940525854e-12 -65.6133333333 1.29926474934 1.29933333333e-12 6.12825877032e-15 127.9 1.47196014439 0.0 0.0 
14 6 40208.4273581 2310.22352117 40197.79 40214.8267061 3.51557491691 2.802e-12 2.16024689881e-15 2.474e-11 1.01980390271e-13 -9.69766666667 1.22545946032 1.65166666667e-13 8.54413379005e-15 156.0 28.4286240727 0.0 0.0 
15 6 39075.245246 7407.09720954 38989.7733333 39065.1273398 0.735088569858 3.06766666667e-12 9.87702159354e-15 1.19076666667e-11 2.95905123684e-12 -3.884 0.978143479591 9.778e-14 7.60231982139e-15 112.97 19.0764199996 0.0 0.0 
16 6 38194.2760805 1113.73914543 38054.34 38171.3343632 4.03982675431 3.30333333333e-12 5.3124591503e-15 1.82266666667e-11 4.93581018904e-13 -5.51666666667 0.146520381593 1.394e-13 3.1379398762e-15 122.833333333 3.32498955721 0.0 0.0 
8 5 37405.3629705 10743842.249 37256.71 37405.5092288 0.114309967397 3.61466666667e-12 8.5764535534e-15 8.581e-11 8.53268226683e-13 -24.0066666667 0.903339483374 5.262e-13 5.80057468417e-15 154.9 3.82186690855 0.0 0.0 
18 6 36926.1067575 2.91890090918 36597.8266667 36769.3420527 0.605823437568 3.871e-12 6.97614984538e-15 2.531e-11 1.80965926811e-12 -6.53933333333 0.479120258622 1.39e-13 5.7988504608e-15 170.8 5.16139516022 0.0 0.0 
19 6 36459.0072874 1205.26322038 36289.8066667 36470.5559124 2.14322715812 3.993e-12 2.16024689881e-15 1.137e-11 1.26809568514e-12 -2.847 0.32021242949 8.11466666667e-14 1.76833883128e-15 131.366666667 11.6979580364 0.0 0.0 
20 6 36069.4571502 176.038013529 35854.48 36046.4847704 8.10829615537 4.165e-12 4.24264068692e-15 3.18366666667e-11 1.12550235697e-12 -7.64333333333 0.277409845215 6.15266666667e-14 3.84467019247e-15 486.966666667 15.429913228 0.0 0.0 
21 6 35740.8243183 524.966693463 35530.2933333 35729.1238219 2.61401771922 4.285e-12 1.4142135615e-15 5.346e-11 6.57317782102e-13 -12.4766666667 0.151070255915 1.0466e-13 8.12907538818e-15 482.466666667 33.0068006461 0.0 0.0 
22 6 35460.7850608 150.34300724 35239.0066667 35442.6862896 4.71490078997 4.393e-12 2.44948974247e-15 7.42433333333e-11 2.05046878109e-12 -16.9 0.47377913279 1.47833333333e-13 8.65383665718e-16 471.833333333 15.0125132991 0.0 0.0 
