# This is a file containing several observables from lines  
# identified by L. Rimulo.  
# Each line contains:  
#  
# 0: j: initial hydrogen level  
# 1: i: final hydrogen level  
# 2: theoretical wavelength of the transition [Angstroms]  
# 3: goodness of the identification  
#  
# 4: apparent wavelength (before identification) [Angstroms]  
# 5: corrected wavelength (used for identification) [Angstroms]  
# 6: error of apparent wavelength [Angstroms]  
#  
# 7: "continuum"  
# 8: uncertainty of "continuum"  
#  
# 9: line flux [erg/s cm2]  
# 10: uncertainty of line flux [erg/s cm2]  
#  
# 11: equivalent width [Angstroms]  
# 12: uncertainty of equivalent width [Angstroms]  
#  
# 13: "core"  
# 14: uncertainty of "core"  
#  
# 15: gaussian FWHM [Angstroms]  
# 16: uncertainty of gaussian FWHM [Angstroms]  
#  
# 17: lorentzian FWHM [Angstroms]  
# 18: uncertainty of lorentzian FWHM [Angstroms]  
#  
5 4 40522.4765514 3128771.14805 40531.6 40522.2991058 0.0565690212811 2.478e-13 8.64098759798e-16 1.85433333333e-11 2.82881993457e-13 -74.8366666667 1.40687202293 1.00346666667e-13 6.06923022759e-16 173.6 1.63910544709 0.0 0.0 
14 6 40208.4273581 5627.05967184 40212.1233333 40212.5584758 0.250377370213 2.57066666667e-13 1.03387082794e-15 1.333e-11 4.0914545091e-13 -51.86 1.7913309763 6.958e-14 8.64754300365e-16 179.933333333 3.22628096868 0.0 0.0 
15 6 39075.245246 103.655439847 38952.3733333 38996.7982801 5.14545971625 2.84e-13 9.09212113133e-16 1.6e-11 9.25346781843e-13 -56.34 3.27879042738 7.80933333333e-14 2.29145271729e-15 192.933333333 16.1899831858 0.0 0.0 
16 6 38194.2760805 239.359279485 38064.44 38146.4733764 2.0422046757 3.14e-13 4.32049379859e-16 1.23166666667e-11 1.46135401445e-13 -39.2333333333 0.516741930002 7.767e-14 1.75689119377e-16 148.966666667 1.59234278833 0.0 0.0 
8 5 37405.3629705 3615.3625216 37293.2333333 37413.4672487 1.43829365258 3.41366666667e-13 4.10960933537e-16 2.20933333333e-11 1.42906340735e-13 -64.72 0.485866922796 1.27366666667e-13 2.62466929141e-16 162.966666667 0.784573486396 0.0 0.0 
18 6 36926.1067575 127.951526418 36736.7766667 36888.3023328 1.46645459932 3.59066666667e-13 2.62466929168e-16 1.45866666667e-11 5.43650214345e-14 -40.6333333333 0.173269218911 9.56633333333e-14 1.40791413868e-16 143.266666667 0.329983164541 0.0 0.0 
19 6 36459.0072874 12167.3092973 36282.93 36462.5710046 0.846797807279 3.756e-13 4.24264068716e-16 8.75e-12 1.37377824508e-13 -23.2966666667 0.391095327964 5.81766666667e-14 3.48361242901e-16 141.3 1.65730705262 0.0 0.0 
20 6 36069.4571502 462.302374756 35878.6466667 36085.4689153 1.59950690122 3.90833333333e-13 1.35236418501e-15 1.0147e-11 5.63084955106e-13 -25.9733333333 1.52921185219 5.69833333333e-14 4.22400547139e-16 167.266666667 8.03713602943 0.0 0.0 
21 6 35740.8243183 38.9477221772 35555.63 35785.7169317 0.912030431039 4.01766666667e-13 7.36357401155e-16 1.33066666667e-11 7.00206318801e-13 -33.13 1.77010357512 5.115e-14 1.47648230602e-15 244.866666667 18.5986259947 0.0 0.0 
22 6 35460.7850608 3.80662565367 35298.8933333 35548.5056157 2.79268490076 4.10833333333e-13 1.08423039784e-15 7.90366666667e-12 3.8317127009e-13 -19.24 0.985325665284 5.89866666667e-14 7.9373939188e-16 125.866666667 5.08745734353 0.0 0.0 
23 6 35220.0324088 0.812906986332 35053.4633333 35322.6356765 0.419549537416 4.19433333333e-13 1.46135401445e-15 3.564e-12 2.95570634536e-13 -8.499 0.732562625309 3.52e-14 1.15965512115e-15 94.96 4.87903679019 0.0 0.0 
24 6 35011.4197404 1.67807337623 34638.0 34942.3725976 5.87884908756 4.39233333333e-13 6.18241233017e-16 8.886e-12 1.32406218384e-12 -20.2333333333 3.03600980821 4.83933333333e-14 1.04986771654e-15 172.533333333 25.9790086202 0.0 0.0 
30 6 34190.8395903 56.8072030734 33820.6166667 34202.4907907 0.252234959255 4.986e-13 1.55777619273e-15 2.55166666667e-12 2.36257392595e-13 -5.11866666667 0.489442086008 3.522e-14 1.49414412513e-15 67.91 3.39768548672 0.0 0.0 
